146	781	506.0	-1
575	878	603.0	-1
589	356	81.0	+1
1254	738	463.0	-1
7	357	82.0	+1
1229	396	121.0	+1
1100	633	358.0	-1
844	869	594.0	-1
39	270	5.0	+1
1069	545	270.0	-1
841	247	28.0	+1
1356	895	620.0	-1
919	557	282.0	-1
29	339	64.0	+1
1319	783	508.0	-1
927	379	104.0	+1
1303	897	622.0	-1
1313	44	231.0	+1
247	830	555.0	-1
1046	534	259.0	-1
167	521	246.0	+1
605	281	6.0	+1
149	694	419.0	-1
136	144	131.0	+1
899	15	260.0	-1
670	352	77.0	+1
1114	66	209.0	+1
1203	366	91.0	+1
366	334	59.0	+1
127	690	415.0	-1
863	491	216.0	+1
170	531	256.0	-1
331	847	572.0	-1
482	144	131.0	+1
1017	329	54.0	+1
248	147	128.0	+1
361	669	394.0	-1
435	647	372.0	-1
279	67	208.0	+1
446	802	527.0	-1
791	73	202.0	+1
277	348	73.0	+1
663	555	280.0	-1
1146	406	131.0	+1
590	562	287.0	-1
1009	722	447.0	-1
428	557	282.0	-1
1321	829	554.0	-1
500	718	443.0	-1
1537	657	382.0	-1
135	172	103.0	+1
905	134	141.0	+1
1404	314	39.0	+1
801	453	178.0	+1
1401	898	623.0	-1
1564	388	113.0	+1
1482	296	21.0	+1
115	223	52.0	+1
1247	222	53.0	+1
1363	594	319.0	-1
219	903	628.0	-1
1414	374	99.0	+1
1354	171	104.0	+1
260	100	175.0	+1
1442	363	88.0	+1
7	724	449.0	-1
581	634	359.0	-1
476	913	638.0	-1
135	126	149.0	+1
1354	760	485.0	-1
1215	515	240.0	+1
980	745	470.0	-1
1209	276	1.0	+1
3	779	504.0	-1
1352	420	145.0	+1
505	841	566.0	-1
1503	142	133.0	+1
242	867	592.0	-1
848	910	635.0	-1
401	776	501.0	-1
975	876	601.0	-1
1099	308	33.0	+1
668	233	42.0	+1
1129	617	342.0	-1
1069	488	213.0	+1
310	797	522.0	-1
1046	819	544.0	-1
1593	603	328.0	-1
618	368	93.0	+1
1392	494	219.0	+1
330	291	16.0	+1
261	494	219.0	+1
1376	288	13.0	+1
875	750	475.0	-1
479	683	408.0	-1
