2	178	6	142.0	103.0	86.0
4	1189	6	35.0	5.0	5.0
6	574	6	34.0	19.0	5.0
7	1201	6	37.0	30.0	5.0
8	440	6	33.0	5.0	5.0
9	678	6	37.0	25.0	7.0
9	1052	6	32.0	5.0	5.0
9	1134	6	33.0	12.0	5.0
532	1168	6	231.0	240.0	222.0
532	1169	6	234.0	240.0	225.0
532	1170	6	234.0	240.0	224.0
532	1171	6	234.0	240.0	224.0
532	1172	6	234.0	240.0	224.0
532	1173	6	234.0	240.0	224.0
532	1174	6	234.0	240.0	223.0
532	1175	6	233.0	239.0	224.0
532	1176	6	234.0	240.0	224.0
532	1177	6	234.0	240.0	224.0
532	1178	6	233.0	241.0	224.0
532	1179	6	234.0	240.0	224.0
532	1180	6	234.0	241.0	225.0
532	1181	6	234.0	240.0	224.0
532	1182	6	234.0	241.0	225.0
532	1183	6	234.0	240.0	224.0
532	1184	6	233.0	240.0	225.0
532	1185	6	234.0	239.0	225.0
532	1186	6	234.0	240.0	225.0
532	1187	6	234.0	240.0	225.0
532	1188	6	235.0	240.0	225.0
532	1189	6	235.0	241.0	226.0
532	1190	6	233.0	240.0	224.0
532	1191	6	234.0	240.0	224.0
532	1192	6	234.0	240.0	224.0
532	1193	6	235.0	240.0	224.0
532	1194	6	235.0	241.0	225.0
532	1195	6	233.0	240.0	224.0
532	1196	6	234.0	240.0	225.0
532	1197	6	234.0	240.0	224.0
532	1198	6	234.0	240.0	224.0
532	1199	6	234.0	240.0	224.0
532	1200	6	234.0	241.0	225.0
532	1201	6	230.0	240.0	221.0
532	1202	6	187.0	208.0	168.0
533	1167	6	222.0	240.0	214.0
533	1168	6	233.0	240.0	223.0
533	1169	6	236.0	240.0	225.0
533	1170	6	236.0	240.0	225.0
533	1171	6	236.0	241.0	225.0
533	1172	6	235.0	240.0	224.0
533	1173	6	236.0	241.0	225.0
533	1174	6	234.0	240.0	224.0
533	1175	6	234.0	239.0	224.0
533	1176	6	235.0	241.0	226.0
533	1177	6	235.0	241.0	224.0
533	1178	6	236.0	240.0	224.0
533	1179	6	235.0	240.0	224.0
533	1180	6	235.0	241.0	224.0
533	1181	6	234.0	240.0	224.0
533	1182	6	236.0	241.0	225.0
533	1183	6	235.0	240.0	224.0
533	1184	6	235.0	240.0	224.0
533	1185	6	235.0	240.0	225.0
533	1186	6	235.0	240.0	225.0
533	1187	6	235.0	240.0	225.0
533	1188	6	235.0	239.0	225.0
533	1189	6	235.0	241.0	225.0
533	1190	6	234.0	240.0	225.0
533	1191	6	234.0	241.0	224.0
533	1192	6	235.0	240.0	224.0
533	1193	6	234.0	240.0	224.0
533	1194	6	235.0	240.0	225.0
533	1195	6	235.0	240.0	225.0
533	1196	6	235.0	240.0	224.0
533	1197	6	235.0	240.0	225.0
533	1198	6	235.0	241.0	225.0
533	1199	6	235.0	241.0	225.0
533	1200	6	235.0	240.0	225.0
533	1201	6	231.0	240.0	221.0
533	1202	6	186.0	208.0	166.0
534	1168	6	232.0	241.0	223.0
534	1169	6	235.0	240.0	225.0
534	1170	6	236.0	241.0	226.0
534	1171	6	235.0	240.0	225.0
534	1172	6	234.0	240.0	224.0
534	1173	6	234.0	239.0	223.0
534	1174	6	233.0	240.0	222.0
534	1175	6	232.0	240.0	221.0
534	1176	6	233.0	240.0	222.0
534	1177	6	233.0	241.0	222.0
534	1178	6	232.0	240.0	220.0
534	1179	6	232.0	241.0	221.0
534	1180	6	232.0	241.0	221.0
534	1181	6	231.0	240.0	221.0
534	1182	6	233.0	242.0	222.0
534	1183	6	232.0	240.0	221.0
534	1184	6	231.0	240.0	221.0
534	1185	6	233.0	240.0	222.0
534	1186	6	233.0	240.0	222.0
534	1187	6	232.0	240.0	222.0
534	1188	6	232.0	239.0	222.0
534	1189	6	232.0	240.0	221.0
534	1190	6	232.0	240.0	222.0
534	1191	6	233.0	241.0	223.0
534	1192	6	232.0	240.0	222.0
534	1193	6	233.0	241.0	223.0
534	1194	6	233.0	240.0	221.0
534	1195	6	234.0	241.0	222.0
534	1196	6	234.0	241.0	222.0
534	1197	6	234.0	240.0	223.0
534	1198	6	235.0	241.0	224.0
534	1199	6	235.0	240.0	224.0
534	1200	6	235.0	240.0	224.0
534	1201	6	232.0	240.0	222.0
534	1202	6	185.0	207.0	164.0
535	1167	6	224.0	239.0	217.0
535	1168	6	233.0	240.0	223.0
535	1169	6	236.0	240.0	226.0
535	1170	6	237.0	241.0	226.0
535	1171	6	235.0	240.0	223.0
535	1172	6	228.0	239.0	217.0
535	1173	6	213.0	240.0	197.0
535	1174	6	201.0	240.0	183.0
535	1176	6	200.0	240.0	184.0
535	1177	6	199.0	241.0	183.0
535	1178	6	199.0	240.0	182.0
535	1179	6	199.0	240.0	183.0
535	1180	6	201.0	241.0	184.0
535	1181	6	198.0	240.0	181.0
535	1182	6	199.0	241.0	181.0
535	1183	6	200.0	240.0	183.0
535	1184	6	201.0	241.0	184.0
535	1185	6	201.0	240.0	185.0
535	1186	6	202.0	240.0	186.0
535	1187	6	201.0	240.0	186.0
535	1188	6	201.0	240.0	186.0
